COGNOME;COMUNE;descrizione_carica
FIORE;CITTIGLIO;Vicesindaco
D'ANGELO;CITTIGLIO;Assessore
PINTO;CITTIGLIO;Assessore
VINCENZI;CITTIGLIO;Assessore
GALLI;CLIVIO;Sindaco
AMISANO;CLIVIO;Vicesindaco
ZAMBRANO;CLIVIO;Assessore
CENTRELLA;COCQUIO-TREVISAGO;Sindaco
MORETTI;COCQUIO-TREVISAGO;Vicesindaco
CRUGNOLA;COCQUIO-TREVISAGO;Assessore
PANE;COCQUIO-TREVISAGO;Assessore
ROVELLI;COMABBIO;Sindaco
BONCILLI;COMABBIO;Vicesindaco
ZAMPOLLO;COMABBIO;Assessore
BALLARINI;COMERIO;Sindaco
ORLANDI;COMERIO;Vicesindaco
TESSARI;COMERIO;Assessore
RIGAZZI;CREMENAGA;Sindaco
GRANDI;CREMENAGA;Vicesindaco
BORTOLUSSI;CROSIO DELLA VALLE;Sindaco
POLITA;CROSIO DELLA VALLE;Vicesindaco
FANTIN;CROSIO DELLA VALLE;Assessore
BONORA;CUASSO AL MONTE;Sindaco
CAPRINO;CUASSO AL MONTE;Vicesindaco
PISTOCCHINI;CUASSO AL MONTE;Assessore
FILIPPINI;CUGLIATE-FABIASCO;Sindaco
POLIMENI;CUGLIATE-FABIASCO;Vicesindaco
FILIPPINI;CUGLIATE-FABIASCO;Assessore
GUZZI;CUGLIATE-FABIASCO;Assessore
MAROTTA;CUGLIATE-FABIASCO;Assessore
MANDELLI;CUNARDO;Sindaco
SARTORIO;CUNARDO;Vicesindaco
GIANANTONIO;CUNARDO;Assessore
SAHNANE;CURIGLIA CON MONTEVIASCO;Sindaco
CASSINA;CURIGLIA CON MONTEVIASCO;Vicesindaco
ROSSI;CURIGLIA CON MONTEVIASCO;Assessore
PAGLIA;CUVEGLIO;Sindaco
LIOI;CUVEGLIO;Vicesindaco
BELOTTI;CUVEGLIO;Assessore
FURIGO;CUVEGLIO;Assessore
MINORINI;CUVEGLIO;Assessore
BENEDUSI;CUVIO;Sindaco
MAGGI;CUVIO;Vicesindaco
CICCULLO;CUVIO;Assessore
COLOMBO;DAVERIO;Sindaco
VEZZINI;DAVERIO;Vicesindaco
GHEZA;DAVERIO;Assessore
LESICA;DAVERIO;Assessore
MORO;DUMENZA;Sindaco
PUGNI;DUMENZA;Vicesindaco
PIAZZOLI;DUMENZA;Assessore
DOLCE;DUNO;Sindaco
DAMIA;DUNO;Assessore
SCARCELLA;DUNO;Assessore
BAROFFIO;FAGNANO OLONA;Sindaco
MICHELON;FAGNANO OLONA;Vicesindaco
FANTINATI;FAGNANO OLONA;Assessore
MEZANZANI;FAGNANO OLONA;Assessore
MORETTI;FAGNANO OLONA;Assessore
PALOMBA;FAGNANO OLONA;Assessore
FOTI;FERNO;Sindaco
COLOMBO;FERNO;Vicesindaco
PIANTANIDA;FERNO;Assessore
SALARDI;FERRERA DI VARESE;Sindaco
SIGNORELLI;FERRERA DI VARESE;Vicesindaco
GRAGLIA;FERRERA DI VARESE;Assessore
CASSANI;GALLARATE;Sindaco
LONGOBARDI;GALLARATE;Vicesindaco
ALLAI;GALLARATE;Assessore
CANZIANI;GALLARATE;Assessore
CARUSO;GALLARATE;Assessore
MAZZETTI;GALLARATE;Assessore
PICCHETTI;GALLARATE;Assessore
RECH;GALLARATE;Assessore
TIBILETTI;GALLIATE LOMBARDO;Sindaco
ALBERIO;GAVIRATE;Sindaco
PAROLA;GAVIRATE;Vicesindaco
BIANCHI;GAVIRATE;Assessore
BRAMASCHI;GAVIRATE;Assessore
BRUNELLA;GAVIRATE;Assessore
TREVISAN;GAZZADA SCHIANNO;Sindaco
LAVORGNA;GAZZADA SCHIANNO;Vicesindaco
DE;GAZZADA SCHIANNO;Assessore
LUCCHINI;GEMONIO;Sindaco
LOPEZ;GEMONIO;Assessore
MAGNANI;GEMONIO;Assessore
CASTAGNOLI;GERENZANO;Sindaco
PINI;GERENZANO;Vicesindaco
ALBANI;GERENZANO;Assessore
BORGHI;GERENZANO;Assessore
BORGHI;GERENZANO;Assessore
MARIOTTI;GERENZANO;Assessore
FAZIO;GERMIGNAGA;Sindaco
BORIN;GERMIGNAGA;Vicesindaco
CORBELLINI;GERMIGNAGA;Assessore
SOLDATI;GERMIGNAGA;Assessore
VENTIMIGLIA;GOLASECCA;Sindaco
SPECCHIARELLI;GOLASECCA;Vicesindaco
PINETTI;GOLASECCA;Assessore
ZAPPAMIGLIO;GORLA MAGGIORE;Sindaco
GRAZIOLI;GORLA MAGGIORE;Vicesindaco
POZZATO;GORLA MAGGIORE;Assessore
SCOLFARO;GORLA MAGGIORE;Assessore
LANDONI;GORLA MINORE;Sindaco
BOVA;GORLA MINORE;Vicesindaco
LORVETTI;GORLA MINORE;Assessore
MIGLIARINO;GORLA MINORE;Assessore
FEDRE;GORNATE OLONA;Sindaco
SQUIZZATO;GORNATE OLONA;Vicesindaco
RIZZO;GORNATE OLONA;Assessore
BOSCARDIN;GRANTOLA;Sindaco
NAPOLITANO;GRANTOLA;Vicesindaco
CASTELLI;GRANTOLA;Assessore
MONTONATI;INARZO;Sindaco
BERNASCONI;INARZO;Vicesindaco
GROSSO;INARZO;Assessore
CAVALLIN;INDUNO OLONA;Sindaco
ZAINI;INDUNO OLONA;Vicesindaco
COLOMBO;INDUNO OLONA;Assessore
FILPA;INDUNO OLONA;Assessore
MARIN;INDUNO OLONA;Assessore
DE;ISPRA;Sindaco
GRANATA;ISPRA;Vicesindaco
CAO;ISPRA;Assessore
PASINI;ISPRA;Assessore
TURETTA;ISPRA;Assessore
ALIVERTI;JERAGO CON ORAGO;Sindaco
CARNINI;JERAGO CON ORAGO;Vicesindaco
BUZZETTI;JERAGO CON ORAGO;Assessore
GINELLI;JERAGO CON ORAGO;Assessore
PIROLA;JERAGO CON ORAGO;Assessore
MASTROMARINO;LAVENA-PONTE TRESA;Sindaco
BONIOTTO;LAVENA-PONTE TRESA;Vicesindaco
D'AGOSTINO;LAVENA-PONTE TRESA;Assessore
PELLEGRINO;LAVENA-PONTE TRESA;Assessore
ZOCCHI;LAVENA-PONTE TRESA;Assessore
SANTAGOSTINO;LAVENO-MOMBELLO;Sindaco
IODICE;LAVENO-MOMBELLO;Vicesindaco
BARDELLI;LAVENO-MOMBELLO;Assessore
BELFANTI;LAVENO-MOMBELLO;Assessore
SONZOGNI;LAVENO-MOMBELLO;Assessore
PARMIGIANI;LEGGIUNO;Sindaco
FANTONI;LEGGIUNO;Vicesindaco
BODIO;LEGGIUNO;Assessore
COSTANTINI;LEGGIUNO;Assessore
MOLINARI;LEGGIUNO;Assessore
DALLA;LONATE CEPPINO;Sindaco
CORVEZZO;LONATE CEPPINO;Vicesindaco
CAIMI;LONATE CEPPINO;Assessore
ROSA;LONATE POZZOLO;Sindaco
SIMONTACCHI;LONATE POZZOLO;Vicesindaco
DERISI;LONATE POZZOLO;Assessore
FERRARIO;LONATE POZZOLO;Assessore
LICATA;LOZZA;Sindaco
MARTIGNONI;LOZZA;Assessore
RUNCHINA;LOZZA;Assessore
BIANCHI;LUINO;Sindaco
SONNESSA;LUINO;Vicesindaco
BOTTA;LUINO;Assessore
BROCCHIERI;LUINO;Assessore
MARTINELLI;LUINO;Assessore
SAI;LUINO;Assessore
BORIANI;LUVINATE;Sindaco
BIANCHI;LUVINATE;Vicesindaco
BROGGI;LUVINATE;Assessore
PASSERA;MACCAGNO CON PINO E VEDDASCA;Sindaco
MORANDI;MACCAGNO CON PINO E VEDDASCA;Vicesindaco
FAZIO;MACCAGNO CON PINO E VEDDASCA;Assessore
BELLIFEMINE;MALNATE;Sindaco
BERNARD;MALNATE;Vicesindaco
ALBRIGI;MALNATE;Assessore
BOTTA;MALNATE;Assessore
CANNITO;MALNATE;Assessore
CROCI;MALNATE;Assessore
SCHIPANI;MARCHIROLO;Sindaco
RAMETTA;MARCHIROLO;Vicesindaco
CALLEGHER;MARCHIROLO;Assessore
MASTRI;MARCHIROLO;Assessore
OLIVAS;MARCHIROLO;Assessore
GALLI;MARNATE;Sindaco
DAL;MARNATE;Vicesindaco
DONATI;MARNATE;Assessore
LIGUORI;MARNATE;Assessore
LUPPI;MARNATE;Assessore
FRONTALI;MARZIO;Sindaco
REBOSIO;MARZIO;Vicesindaco
VOLPI;MARZIO;Assessore
MAGRINI;MASCIAGO PRIMO;Sindaco
BIASOLI;MASCIAGO PRIMO;Vicesindaco
PASQUOT;MASCIAGO PRIMO;Assessore
TESSAROLO;MERCALLO;Sindaco
MANCUSO;MERCALLO;Vicesindaco
SOLDATI;MERCALLO;Assessore
ROSSI;MESENZANA;Sindaco
DELLI;MESENZANA;Vicesindaco
VIDALI;MESENZANA;Assessore
DE;MONTEGRINO VALTRAVAGLIA;Sindaco
LOCATELLI;MONTEGRINO VALTRAVAGLIA;Vicesindaco
DE;MONTEGRINO VALTRAVAGLIA;Assessore
OREGIONI;MONVALLE;Sindaco
STRAMBI;MONVALLE;Assessore
VAVASSORI;MONVALLE;Assessore
MAZZUCCHELLI;MORAZZONE;Sindaco
FANTONI;MORAZZONE;Vicesindaco
ESPOSITO;MORAZZONE;Assessore
GHIRINGHELLI;MORAZZONE;Assessore
SARRAGGIOTTO;MORAZZONE;Assessore
TAMBORINI;MORNAGO;Sindaco
GUSELLA;MORNAGO;Vicesindaco
BEA;MORNAGO;Assessore
BIGARELLA;MORNAGO;Assessore
ROMANO;MORNAGO;Assessore
GHIRINGHELLI;OGGIONA CON SANTO STEFANO;Sindaco
BAGGINI;OGGIONA CON SANTO STEFANO;Vicesindaco
CHINETTI;OGGIONA CON SANTO STEFANO;Assessore
CROLLA;OGGIONA CON SANTO STEFANO;Assessore
FERRARETTO;OGGIONA CON SANTO STEFANO;Assessore
MONTANO;OLGIATE OLONA;Sindaco
MACCABEI;OLGIATE OLONA;Vicesindaco
CONTE;OLGIATE OLONA;Assessore
RICHIUSA;OLGIATE OLONA;Assessore
TOGNOLI;OLGIATE OLONA;Assessore
REGNICOLI;ORIGGIO;Sindaco
PANZERI;ORIGGIO;Vicesindaco
CERIANI;ORIGGIO;Assessore
CISLAGHI;ORIGGIO;Assessore
PALOMBA;ORIGGIO;Assessore
MOIA;ORINO;Sindaco
PRESTIFILIPPO;PORTO CERESIO;Sindaco
CARCILLO;PORTO CERESIO;Vicesindaco
CASALE;PORTO CERESIO;Assessore
SANDRINI;PORTO CERESIO;Assessore
TONALI;PORTO CERESIO;Assessore
COLOMBAROLI;PORTO VALTRAVAGLIA;Sindaco
VECCHIO;PORTO VALTRAVAGLIA;Vicesindaco
CASTOLDI;RANCIO VALCUVIA;Sindaco
MOROSINI;RANCIO VALCUVIA;Vicesindaco
BERNASCONI;RANCIO VALCUVIA;Assessore
ZANUSO;SALTRIO;Sindaco
REALINI;SALTRIO;Vicesindaco
CRACO';SALTRIO;Assessore
REINA;SALTRIO;Assessore
SCALCIONE;SALTRIO;Assessore
CERUTTI;RANCO;Sindaco
BACCO;RANCO;Vicesindaco
BROVELLI;RANCO;Assessore
PURICELLI;SAMARATE;Sindaco
ALAMPI;SAMARATE;Vicesindaco
BERTAGNOLI;SAMARATE;Assessore
FARINON;SAMARATE;Assessore
ORLANDO;SAMARATE;Assessore
POZZI;SAMARATE;Assessore
MARCHESI;SANGIANO;Sindaco
MAGRI;SANGIANO;Assessore
MORO;SANGIANO;Assessore
AIROLDI;SARONNO;Sindaco
CASALI;SARONNO;Assessore
D'AMATO;SARONNO;Assessore
MERLOTTI;SARONNO;Assessore
MUSARO';SARONNO;Assessore
PAGANI;SARONNO;Assessore
POZZOLI;SARONNO;Assessore
SUCCI;SARONNO;Assessore
BUZZI;SESTO CALENDE;Sindaco
FAVARON;SESTO CALENDE;Vicesindaco
BOCA;SESTO CALENDE;Assessore
CAPRIGLIA;SESTO CALENDE;Assessore
MENIN;SESTO CALENDE;Assessore
BATTISTON;SOLBIATE ARNO;Sindaco
CATTINI;SOLBIATE ARNO;Vicesindaco
COLOMBO;SOLBIATE ARNO;Assessore
VILLA;SOLBIATE ARNO;Assessore
SAPORITI;SOLBIATE OLONA;Sindaco
LEO;SOLBIATE OLONA;Vicesindaco
CATONE;SOLBIATE OLONA;Assessore
COMETTI;SOLBIATE OLONA;Assessore
PANARIELLO;SOLBIATE OLONA;Assessore
BELLARIA;SOMMA LOMBARDO;Sindaco
ALIPRANDINI;SOMMA LOMBARDO;Vicesindaco
CALO';SOMMA LOMBARDO;Assessore
PIANTANIDA;SOMMA LOMBARDO;Assessore
VALENTI;SOMMA LOMBARDO;Assessore
VANNI;SOMMA LOMBARDO;Assessore
BECCEGATO;SUMIRAGO;Sindaco
CROCI;SUMIRAGO;Vicesindaco
GORINI;SUMIRAGO;Assessore
GHIRINGHELLI;TAINO;Sindaco
BAGLIONI;TAINO;Vicesindaco
GIOLA;TAINO;Assessore
MEROLA;TAINO;Assessore
RIBONI;TAINO;Assessore
BARATELLI;TERNATE;Sindaco
PANNULLO;TERNATE;Vicesindaco
TAGINA;TERNATE;Assessore
BASCIALLA;TRADATE;Sindaco
ACCORDINO;TRADATE;Vicesindaco
COLOMBO;TRADATE;Assessore
MARTEGANI;TRADATE;Assessore
MORBI;TRADATE;Assessore
PIPOLO;TRADATE;Assessore
BUSSOLOTTI;TRAVEDONA-MONATE;Sindaco
GIULIANI;TRAVEDONA-MONATE;Vicesindaco
DE;TRAVEDONA-MONATE;Assessore
FONTANINI;TRAVEDONA-MONATE;Assessore
SCHIFFO;TRAVEDONA-MONATE;Assessore
PALMIERI;TRONZANO LAGO MAGGIORE;Sindaco
COSTANTINI;TRONZANO LAGO MAGGIORE;Vicesindaco
CERANA;TRONZANO LAGO MAGGIORE;Assessore
CLERICI;UBOLDO;Sindaco
RADRIZZANI;UBOLDO;Vicesindaco
COPRENI;UBOLDO;Assessore
CROCI;UBOLDO;Assessore
MAZZUCCATO;UBOLDO;Assessore
RADRIZZANI;UBOLDO;Assessore
JARDINI;VALGANNA;Sindaco
BIGNOTTI;VALGANNA;Vicesindaco
VOLPI;VARANO BORGHI;Sindaco
CAROLO;VARANO BORGHI;Vicesindaco
CAFFIERO;VARANO BORGHI;Assessore
GALIMBERTI;VARESE;Sindaco
PERUSIN;VARESE;Vicesindaco
BUZZETTI;VARESE;Assessore
CATALANO;VARESE;Assessore
CIVATI;VARESE;Assessore
DIMAGGIO;VARESE;Assessore
LAFORGIA;VARESE;Assessore
MALERBA;VARESE;Assessore
MOLINARI;VARESE;Assessore
SAN;VARESE;Assessore
CITTERIO;VEDANO OLONA;Sindaco
ORLANDINO;VEDANO OLONA;Vicesindaco
ADAMOLI;VEDANO OLONA;Assessore
GHIRALDI;VEDANO OLONA;Assessore
PREMAZZI;VENEGONO INFERIORE;Sindaco
CREMONA;VENEGONO INFERIORE;Vicesindaco
ARTIOLI;VENEGONO INFERIORE;Assessore
CASTELLI;VENEGONO INFERIORE;Assessore
GERMANO';VENEGONO INFERIORE;Assessore
CRESPI;VENEGONO SUPERIORE;Sindaco
DI;VENEGONO SUPERIORE;Vicesindaco
CROCI;VENEGONO SUPERIORE;Assessore
LIMIDO;VENEGONO SUPERIORE;Assessore
PASSANNANTE;VENEGONO SUPERIORE;Assessore
PARRINO;VERGIATE;Sindaco
PACCINI;VERGIATE;Vicesindaco
FACCHIN;VERGIATE;Assessore
GENTILE;VERGIATE;Assessore
QUINTIGLIO;VIGGIU';Sindaco
DAOLIO;VIGGIU';Vicesindaco
CARRARA;VIGGIU';Assessore
CHIOFALO;VIGGIU';Assessore
SALA;VIGGIU';Assessore
NERVIANI;VIZZOLA TICINO;Sindaco
CARNAGHI;VIZZOLA TICINO;Vicesindaco
BERGAMINI;VIZZOLA TICINO;Assessore
AZZONI;ABBADIA LARIANA;Sindaco
GANDIN;ABBADIA LARIANA;Vicesindaco
AZZONI;ABBADIA LARIANA;Assessore
BARTESAGHI;ABBADIA LARIANA;Assessore
RUSCONI;ABBADIA LARIANA;Assessore
MILANI;AIRUNO;Sindaco
ROSSI;AIRUNO;Vicesindaco
ROSSI;AIRUNO;Assessore
SIDOTI;ANNONE DI BRIANZA;Sindaco
PELLEGATTA;ANNONE DI BRIANZA;Vicesindaco
CEROLI;BARZAGO;Sindaco
BIANCO;BARZAGO;Vicesindaco
ISACCHI;BARZAGO;Assessore
CHIRICO';BARZANO';Sindaco
ALDEGHI;BARZANO';Vicesindaco
CAROI;BARZANO';Assessore
SIRONI;BARZANO';Assessore
VERONELLI;BARZANO';Assessore
ARRIGONI;BARZIO;Sindaco
BIANCHI;BARZIO;Vicesindaco
PILONI;BARZIO;Assessore
RUSCONI;BELLANO;Sindaco
ENICANTI;BELLANO;Vicesindaco
ALFAROLI;BELLANO;Assessore
CALVASINA;BELLANO;Assessore
VANELLI;BELLANO;Assessore
COLOMBO;BOSISIO PARINI;Sindaco
GALLI;BOSISIO PARINI;Vicesindaco
GALBUSERA;BOSISIO PARINI;Assessore
LOPRETE;BOSISIO PARINI;Assessore
AIROLDI;BRIVIO;Sindaco
AGOSTONI;BRIVIO;Vicesindaco
NOVATI;BRIVIO;Assessore
ROSSI;BRIVIO;Assessore
CATTANEO;BULCIAGO;Sindaco
PURICELLI;BULCIAGO;Vicesindaco
CORNO;BULCIAGO;Assessore
MOTTA;CALCO;Sindaco
POZZONI;CALCO;Vicesindaco
BRAMBILLA;CALCO;Assessore
RAVASI;CALCO;Assessore
SURACI;CALCO;Assessore
GHEZZI;CALOLZIOCORTE;Sindaco
VALSECCHI;CALOLZIOCORTE;Vicesindaco
BALOSSI;CALOLZIOCORTE;Assessore
CAREMI;CALOLZIOCORTE;Assessore
GANDOLFI;CALOLZIOCORTE;Assessore
VALSECCHI;CALOLZIOCORTE;Assessore
PIGAZZINI;CARENNO;Sindaco
ZAINA;CARENNO;Vicesindaco
PIGAZZINI;CARENNO;Assessore
PASQUINI;CASARGO;Sindaco
BERERA;CASARGO;Vicesindaco
ACERBONI;CASARGO;Assessore
GALBIATI;CASATENOVO;Sindaco
COMI;CASATENOVO;Vicesindaco
CALDIROLA;CASATENOVO;Assessore
GALBUSERA;CASATENOVO;Assessore
PICCHI;CASATENOVO;Assessore
VIGANO';CASATENOVO;Assessore
MARABESE;CASSAGO BRIANZA;Sindaco
CONTI;CASSAGO BRIANZA;Vicesindaco
PANZERI;CASSAGO BRIANZA;Assessore
PARRAVICINI;CASSAGO BRIANZA;Assessore
SERRA;CASSAGO BRIANZA;Assessore
COMBI;CASSINA VALSASSINA;Sindaco
COMBI;CASSINA VALSASSINA;Vicesindaco
COMBI;CASSINA VALSASSINA;Assessore
RIVA;CASTELLO DI BRIANZA;Sindaco
PIROVANO;CASTELLO DI BRIANZA;Vicesindaco
FORMENTI;CASTELLO DI BRIANZA;Assessore
TOTO;CERNUSCO LOMBARDONE;Sindaco
VALAGUSSA;CERNUSCO LOMBARDONE;Vicesindaco
FIOCCHI;CERNUSCO LOMBARDONE;Assessore
PASSAVANTI;CERNUSCO LOMBARDONE;Assessore
SANTORO;CERNUSCO LOMBARDONE;Assessore
AIROLDI;CESANA BRIANZA;Sindaco
MAZZA;CESANA BRIANZA;Vicesindaco
VALSECCHI;CESANA BRIANZA;Assessore
ISELLA;CIVATE;Sindaco
SCOLA;CIVATE;Vicesindaco
COLOMBO;CIVATE;Assessore
ROCCO;CIVATE;Assessore
TANTARDINI;CIVATE;Assessore
GILARDI;COLICO;Sindaco
IELARDI;COLICO;Vicesindaco
BONETTI;COLICO;Assessore
MARCHETTI;COLICO;Assessore
MOIANA;COLICO;Assessore
GALBUSERA;COLLE BRIANZA;Sindaco
ANGHILERI;COLLE BRIANZA;Vicesindaco
PEREGO;COLLE BRIANZA;Assessore
GALPERTI;CORTENOVA;Sindaco
SELVA;CORTENOVA;Vicesindaco
BENEDETTI;CORTENOVA;Assessore
PANZERI;COSTA MASNAGA;Sindaco
POZZI;COSTA MASNAGA;Vicesindaco
BESANA;COSTA MASNAGA;Assessore
CAZZANIGA;COSTA MASNAGA;Assessore
MANZONI;CRANDOLA VALSASSINA;Sindaco
PENSA;CRANDOLA VALSASSINA;Assessore
PIROVANO;CREMELLA;Sindaco
MOLTENI;CREMELLA;Vicesindaco
BRUSADELLI;CREMELLA;Assessore
INVERNIZZI;CREMENO;Sindaco
ARRIGONI;CREMENO;Vicesindaco
ARRIGONI;CREMENO;Assessore
CASSINELLI;DERVIO;Sindaco
MAINONI;DERVIO;Vicesindaco
LANFRANCHI;DOLZAGO;Sindaco
CORTI;DOLZAGO;Vicesindaco
CAMIGLIANO;DOLZAGO;Assessore
VERGANI;DORIO;Sindaco
BETTEGA;DORIO;Vicesindaco
BAZZI;DORIO;Assessore
PIROVANO;ELLO;Sindaco
RIVA;ELLO;Vicesindaco
TENTORIO;ELLO;Assessore
VALSECCHI;ERVE;Sindaco
CRESPI;ERVE;Assessore
MILESI;ERVE;Assessore
PENSA;ESINO LARIO;Sindaco
VIGLIENGHI;ESINO LARIO;Vicesindaco
NASAZZI;ESINO LARIO;Assessore
MONTANELLI;GALBIATE;Sindaco
BUTTI;GALBIATE;Vicesindaco
BRAMBILLA;GALBIATE;Assessore
GERACI;GALBIATE;Assessore
LIMONTA;GALBIATE;Assessore
COLOMBO;GARBAGNATE MONASTERO;Sindaco
VILLA;GARBAGNATE MONASTERO;Vicesindaco
BONACINA;GARBAGNATE MONASTERO;Assessore
CONTI;GARLATE;Sindaco
MAGGI;GARLATE;Vicesindaco
NAVA;GARLATE;Assessore
VERGANI;IMBERSAGO;Sindaco
CODARA;IMBERSAGO;Vicesindaco
AIROLDI;INTROBIO;Sindaco
BRINI;INTROBIO;Vicesindaco
REGAZZONI;INTROBIO;Assessore
PANZERI;LA VALLETTA BRIANZA;Sindaco
SIRONI;LA VALLETTA BRIANZA;Vicesindaco
BIELLA;LA VALLETTA BRIANZA;Assessore
CESANA;LA VALLETTA BRIANZA;Assessore
GATTINONI;LECCO;Sindaco
PIAZZA;LECCO;Vicesindaco
CATTANEO;LECCO;Assessore
DURANTE;LECCO;Assessore
MANZONI;LECCO;Assessore
PIETROBELLI;LECCO;Assessore
RUSCONI;LECCO;Assessore
SACCHI;LECCO;Assessore
TORRI;LECCO;Assessore
ZUFFI;LECCO;Assessore
STEFANONI;LIERNA;Sindaco
COSTANTINI;LIERNA;Vicesindaco
GENTILINI;LIERNA;Assessore
CITTERIO;LOMAGNA;Sindaco
FUMAGALLI;LOMAGNA;Vicesindaco
COMI;LOMAGNA;Assessore
MANGANINI;LOMAGNA;Assessore
POLANO;MALGRATE;Sindaco
VASSENA;MALGRATE;Vicesindaco
CIPRIANO;MALGRATE;Assessore
GARAVELLI;MALGRATE;Assessore
FASOLI;MANDELLO DEL LARIO;Sindaco
TAGLIAFERRI;MANDELLO DEL LARIO;Vicesindaco
GATTI;MANDELLO DEL LARIO;Assessore
NESSI;MANDELLO DEL LARIO;Assessore
PACHERA;MANDELLO DEL LARIO;Assessore
ZUCCHI;MANDELLO DEL LARIO;Assessore
MALUGANI;MARGNO;Sindaco
FALCETTI;MARGNO;Vicesindaco
PENSOTTI;MARGNO;Assessore
PANZERI;MERATE;Sindaco
PROCOPIO;MERATE;Vicesindaco
ALBANI;MERATE;Assessore
CASALETTO;MERATE;Assessore
MAGGIONI;MERATE;Assessore
TAMANDI;MERATE;Assessore
REDAELLI;MISSAGLIA;Sindaco
DIACCI;MISSAGLIA;Vicesindaco
BENFATTO;MISSAGLIA;Assessore
VALAGUSSA;MISSAGLIA;Assessore
CORTI;MOGGIO;Sindaco
COMBI;MOGGIO;Vicesindaco
CIACCI;MOGGIO;Assessore
CHIARELLA;MOLTENO;Sindaco
ANGHILERI;MOLTENO;Vicesindaco
BRENNA;MOLTENO;Assessore
COLOMBO;MONTE MARENZO;Sindaco
SPREAFICO;MONTE MARENZO;Vicesindaco
MILANI;MONTE MARENZO;Assessore
PENDEGGIA;MONTEVECCHIA;Sindaco
BLATTI;MONTEVECCHIA;Vicesindaco
PALMIERI;MONTEVECCHIA;Assessore
HOFMANN;MONTICELLO BRIANZA;Sindaco
GATTI;MONTICELLO BRIANZA;Vicesindaco
COLOMBO;MONTICELLO BRIANZA;Assessore
DE;MONTICELLO BRIANZA;Assessore
POZZI;MONTICELLO BRIANZA;Assessore
PESENTI;MORTERONE;Sindaco
DI;NIBIONNO;Sindaco
GEMETTO;NIBIONNO;Vicesindaco
BIFFI;NIBIONNO;Assessore
MAGNI;NIBIONNO;Assessore
NARCISO;OGGIONO;Sindaco
NEGRI;OGGIONO;Vicesindaco
CORTI;OGGIONO;Assessore
PIROLA;OGGIONO;Assessore
BERNOCCO;OLGIATE MOLGORA;Sindaco
FRATANGELI;OLGIATE MOLGORA;Vicesindaco
BONFANTI;OLGIATE MOLGORA;Assessore
COLOMBO;OLGIATE MOLGORA;Assessore
MAGGIONI;OLGIATE MOLGORA;Assessore
PASSONI;OLGINATE;Sindaco
GILARDI;OLGINATE;Vicesindaco
CALEGARI;OLGINATE;Assessore
VALSECCHI;OLGINATE;Assessore
VALSECCHI;OLGINATE;Assessore
POLTI;OLIVETO LARIO;Sindaco
NEGRI;OLIVETO LARIO;Vicesindaco
MUZIO;OLIVETO LARIO;Assessore
BRIVIO;OSNAGO;Sindaco
CAGLIO;OSNAGO;Vicesindaco
ASCARI;OSNAGO;Assessore
RAMPICHINI;OSNAGO;Assessore
ROCCA;OSNAGO;Assessore
TORCHIO;PADERNO D'ADDA;Sindaco
BESANA;PADERNO D'ADDA;Assessore
CASIRAGHI;PADERNO D'ADDA;Assessore
RIVA;PADERNO D'ADDA;Assessore
COLOMBO;PAGNONA;Sindaco
TAGLIAFERRI;PAGNONA;Vicesindaco
BUSI;PARLASCO;Sindaco
POMI;PARLASCO;Vicesindaco
ELIA;PARLASCO;Assessore
ARTANA;PASTURO;Sindaco
TICOZZI;PASTURO;Vicesindaco
ORLANDI;PASTURO;Assessore
FESTORAZZI;PERLEDO;Sindaco
GUMINA;PERLEDO;Vicesindaco
DE;PESCATE;Sindaco
LOMBARDI;PESCATE;Vicesindaco
NARDO;PESCATE;Assessore
CODEGA;PREMANA;Sindaco
POMONI;PREMANA;Vicesindaco
ARTUSI;PRIMALUNA;Sindaco
ACQUISTAPACE;PRIMALUNA;Vicesindaco
PAROLI;PRIMALUNA;Assessore
VILLA;ROBBIATE;Sindaco
CAGLIANI;ROBBIATE;Vicesindaco
DOZIO;ROBBIATE;Assessore
REDAELLI;ROGENO;Sindaco
PETROLLINI;ROGENO;Vicesindaco
PEDRALI;ROGENO;Assessore
ROSSIN;ROGENO;Assessore
VIGANO';ROGENO;Assessore
BRAMBILLA;SANTA MARIA HOE';Sindaco
FUMAGALLI;SANTA MARIA HOE';Vicesindaco
SCALAMBRA;SANTA MARIA HOE';Assessore
DE;SIRONE;Sindaco
CORTI;SIRONE;Vicesindaco
ROTTOLI;SIRONE;Assessore
ROSA;SIRTORI;Sindaco
PASCHETTO;SIRTORI;Vicesindaco
OLDANI;SIRTORI;Assessore
CARIBONI;SUEGLIO;Sindaco
BAZZI;SUEGLIO;Vicesindaco
PETILLI;SUEGLIO;Assessore
VALSECCHI;SUELLO;Sindaco
GALLI;SUELLO;Vicesindaco
CASTAGNA;SUELLO;Assessore
NOGARA;TACENO;Sindaco
PAVONI;TACENO;Vicesindaco
ISELLA;TACENO;Assessore
COLOMBO;VALGREGHENTINO;Sindaco
MILANI;VALGREGHENTINO;Vicesindaco
D'ANGELO;VALGREGHENTINO;Assessore
FUMAGALLI;VALGREGHENTINO;Assessore
TODESCHINI;VALGREGHENTINO;Assessore
RUSCONI;VALMADRERA;Sindaco
BRIONI;VALMADRERA;Vicesindaco
BOSISIO;VALMADRERA;Assessore
BUTTI;VALMADRERA;Assessore
COLOMBO;VALMADRERA;Assessore
DELL'ORO;VALMADRERA;Assessore
